Country name,Year,Shock category,Shock type,count
Afghanistan,1971,CLIMATIC,Drought,0.012840267077555213
Afghanistan,1971,CLIMATIC,Mass movement (wet),0.012475049900199603
Afghanistan,1972,CLIMATIC,Flood,0.0017339436815092246
Afghanistan,1972,GEOPHYSICAL,Earthquake,0.011759172154280339
Afghanistan,1973,CONFLICTS,Terrorist attack,6.15348262502646e-05
Afghanistan,1976,CLIMATIC,Flood,0.0017339436815092246
Afghanistan,1976,ECONOMIC,Debt Crises,0.007606876616461281
Afghanistan,1976,GEOPHYSICAL,Earthquake,0.011759172154280339
Afghanistan,1978,CLIMATIC,Flood,0.0017339436815092246
Afghanistan,1978,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1979,CONFLICTS,Interstate conflict,0.046536796536796536
Afghanistan,1979,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1979,CONFLICTS,Terrorist attack,0.0001846044787507938
Afghanistan,1980,CLIMATIC,Flood,0.0017339436815092246
Afghanistan,1980,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1981,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1982,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1982,GEOPHYSICAL,Earthquake,0.011759172154280339
Afghanistan,1983,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1983,GEOPHYSICAL,Earthquake,0.011759172154280339
Afghanistan,1984,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1984,GEOPHYSICAL,Earthquake,0.011759172154280339
Afghanistan,1985,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1986,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1987,CLIMATIC,Mass movement (wet),0.012475049900199603
Afghanistan,1987,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1987,CONFLICTS,Terrorist attack,6.15348262502646e-05
Afghanistan,1988,CLIMATIC,Flood,0.0017339436815092246
Afghanistan,1988,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1988,CONFLICTS,Terrorist attack,0.0006768830887529106
Afghanistan,1989,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1989,CONFLICTS,Terrorist attack,0.0006153482625026461
Afghanistan,1989,TECHNOLOGICAL,Air,0.006792555359326179
Afghanistan,1990,CLIMATIC,Extreme temperature,0.013766842413591095
Afghanistan,1990,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1990,CONFLICTS,Terrorist attack,0.0001230696525005292
Afghanistan,1990,TECHNOLOGICAL,Air,0.006792555359326179
Afghanistan,1991,CLIMATIC,Extreme temperature,0.013766842413591095
Afghanistan,1991,CLIMATIC,Flood,0.005201831044527674
Afghanistan,1991,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1991,CONFLICTS,Terrorist attack,0.001846044787507938
Afghanistan,1991,GEOPHYSICAL,Earthquake,0.023518344308560677
Afghanistan,1991,TECHNOLOGICAL,Air,0.0033962776796630893
Afghanistan,1991,TECHNOLOGICAL,Collapse (Miscellaneous),0.010316066725197541
Afghanistan,1992,CLIMATIC,Flood,0.0034678873630184493
Afghanistan,1992,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1992,CONFLICTS,Terrorist attack,0.002215253745009526
Afghanistan,1992,GEOPHYSICAL,Earthquake,0.011759172154280339
Afghanistan,1993,CLIMATIC,Mass movement (wet),0.024950099800399205
Afghanistan,1993,CLIMATIC,Storm,0.0024309607156748347
Afghanistan,1993,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1993,CONFLICTS,Terrorist attack,0.0012306965250052922
Afghanistan,1993,ECOLOGICAL,Infestation,0.03571428571428571
Afghanistan,1993,TECHNOLOGICAL,Air,0.0033962776796630893
Afghanistan,1994,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1994,CONFLICTS,Terrorist attack,0.0005538134362523814
Afghanistan,1994,GEOPHYSICAL,Earthquake,0.011759172154280339
Afghanistan,1995,CLIMATIC,Flood,0.0034678873630184493
Afghanistan,1995,CLIMATIC,Mass movement (wet),0.012475049900199603
Afghanistan,1995,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1995,CONFLICTS,Terrorist attack,0.0003692089575015876
Afghanistan,1996,CLIMATIC,Flood,0.0017339436815092246
Afghanistan,1996,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1996,CONFLICTS,Terrorist attack,0.0002461393050010584
Afghanistan,1996,GEOPHYSICAL,Earthquake,0.011759172154280339
Afghanistan,1996,TECHNOLOGICAL,Explosion (Industrial),0.004238006441769792
Afghanistan,1997,CLIMATIC,Flood,0.0034678873630184493
Afghanistan,1997,CLIMATIC,Mass movement (wet),0.012475049900199603
Afghanistan,1997,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1997,CONFLICTS,Terrorist attack,6.15348262502646e-05
Afghanistan,1997,GEOPHYSICAL,Earthquake,0.011759172154280339
Afghanistan,1997,TECHNOLOGICAL,Air,0.0033962776796630893
Afghanistan,1997,TECHNOLOGICAL,Explosion (Industrial),0.004238006441769792
Afghanistan,1998,CLIMATIC,Flood,0.0017339436815092246
Afghanistan,1998,CLIMATIC,Mass movement (wet),0.012475049900199603
Afghanistan,1998,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1998,CONFLICTS,Terrorist attack,6.15348262502646e-05
Afghanistan,1998,ECOLOGICAL,Infectious disease,0.008158409110223506
Afghanistan,1998,GEOPHYSICAL,Earthquake,0.03527751646284101
Afghanistan,1998,TECHNOLOGICAL,Air,0.0033962776796630893
Afghanistan,1999,CLIMATIC,Flood,0.0017339436815092246
Afghanistan,1999,CLIMATIC,Wildfire,0.019329896907216496
Afghanistan,1999,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,1999,CONFLICTS,Terrorist attack,0.0005538134362523814
Afghanistan,1999,ECOLOGICAL,Infectious disease,0.01631681822044701
Afghanistan,1999,GEOPHYSICAL,Earthquake,0.011759172154280339
Afghanistan,2000,CLIMATIC,Drought,0.012840267077555213
Afghanistan,2000,CONFLICTS,Intrastate conflict,0.003114100647732935
Afghanistan,2000,CONFLICTS,Terrorist attack,0.0008614875675037045
